asin,reviewText,summary,price,brand,title,star_review,rating_class,i_words_count,positive_tone_count,negative_tone_count,social_words_count,cognitive_proc_count,allure_count,moralization_count
B000050FDY,good deal ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,help keep my razors clean and sharp good product i recommend,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,2,1,0,0,0,0,0
B000050FDY,works best for the shaver ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,1,0
B000050FDY,as advertised ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,works as advertised   ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,works great   ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,just what i needed and a great price  you cant beat it,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,reasonably priced  not much else to say  they work ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,1,0,0,0
B000050FDY,ok,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,cheapest,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,good product ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,good product ,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,1,0,0,0,0,0
B000050FDY,very good,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,1,0,0,0,0,0
B000050FDY,works great to prolong the life of the razor cutting system ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,just like what came with the razor,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,product arrived as expected ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,can t say anything bad about this product  like the automatic shipping ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,1,0,0,0,0
B000050FDY,got what i ordered at good price,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,1,1,0,0,0,0,0
B000050FDY,good buy,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,cables as described  worked perfectly ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,great for my razor,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,as excepted  product works well     ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,great price for four,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,good cleaner,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,great product ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,works good in cleaning the razor ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,great ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,great product and good transaction ,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,2,0,0,0,0,0
B000050FDY,great product,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,on time and exactly what was described ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,bought these many times ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,fairly good,three stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),3,medium,0,1,0,0,0,0,0
B000050FDY,good value and so much easier than hunting for these in a store ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,very good,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,works as described   no issues   i ve been using this to clean my shaver for years ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,2,0,0,0,0,0,0
B000050FDY,great price   ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,very good product ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,keeps my shaves smooth and pleasantly scented  for when refilling your own becomes too cumbersome,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,0,0,0,0
B000050FDY,get too  menyclose at a time,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,i bought these refills with the braun razor for my husband and he loves the razor ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,2,0,0,0,0,0,0
B000050FDY,exactly what it says it was,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,cheaper than buying a 3 pack ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,better value on amazon than the big box stores ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,these clean and renew cartridges are original braun and work perfectly ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,does a good job of cleaning the razor and easy to get on ordering from amazon ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,cleans razor fine but doesnt last long ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,does a great job of keeping my braun razor clean   a great product from a great company ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,3,0,0,0,0,0
B000050FDY,the best for the money ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,1,0
B000050FDY,product as described,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,best price imaginable and serves its purpose well    ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,1,0
B000050FDY,cleans and preserves my braun razor,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,0,0,0,0
B000050FDY,get the job done,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,0,0,0,0,0,0
B000050FDY,my husband love this for his razor,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,good product,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,it is very nice ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,super,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,perfect fit ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,great product  would but again ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,price,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,excellent,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,i really like the deal,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,0,0,0,0
B000050FDY,good replacements  but like all run out fast,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,works,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,as described ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,as expected,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,works great and keeps my braun shaver working smelling like new ,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,1,1,0,0,0,1,0
B000050FDY,i love it ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,great product,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,a nice feature for the razor,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,0,0,0,0,0,0
B000050FDY,"good price arrived on time  perfect service  what more could you ask for thanks 
  submit",five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,grezt,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,great price if you are a prime member ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,super handy and easy to replace old to new ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,1,0
B000050FDY,does an excellent job cleaning my braun razor,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,good quality,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,great price and cheaper then buying in the store ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,work as advertise,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,cleans well ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,it does a great job of cleaning my razor and it is left with a pleasant arome ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,"it is very important to maintain a shaver 
a little expensive ",four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,0,0,0,0,0,0
B000050FDY,expensive for what it is  but works ,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,0,0,0,0,0,0
B000050FDY,i like it ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,0,0,0,0
B000050FDY,happy,three stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),3,medium,0,1,0,0,0,0,0
B000050FDY,great product for cleaning shaver and providing a better shave,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,works well ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,works great,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,ideal product for cleaning braun shaver,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,better than 3 pack,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,4 pack   will not have to buy for a while ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,works great ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,fit the newest version ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,works exactly how it says it does ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,great value,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,good product that prolongs the life of cutting surface ,four stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),4,high,0,1,0,0,0,0,0
B000050FDY,good value ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,excellent product at a great price ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,2,0,0,0,0,0
B000050FDY,great product,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,cleans my shaver pretty well  a bit pricey  but it works ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,0,0,0,0
B000050FDY,braun branded refill cartridges  no problems  5 stars,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,good price and fast shipping,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,they do a wonderful job   saves on time and money   nothing i don t like about it ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,1,0,0,0
B000050FDY,great value,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,it did what it promised ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,exactly what was needed,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,these continue to work well and this is a very cost effective package of these,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,cleans ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,fits my stand perfectly   cleans razor well ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,0,0,0,0,0,0
B000050FDY,good price  fast shipping  easy process  thank you ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,returned,one star,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),1,low,0,0,0,0,0,0,0
B000050FDY,ripoff that i have to keep buying,three stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),3,medium,1,0,0,0,0,0,0
B000050FDY,great product highly recommend,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,1,0,0,0,0,0
B000050FDY,my husband love it ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,1,1,0,0,0,0,0
B000050FDY,does what it is supposed to do   ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
B000050FDY,put the cover lid back on when you re not using this  they will last longer ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,1,0,0,0
B000050FDY,i am very happy with my item thanks for fast shipment,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,2,1,0,0,0,0,0
B000050FDY,works like it is supposed to ,five stars,$11.94,Braun,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary),5,high,0,0,0,0,0,0,0
